Season,Id,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,Ranking
2025,4431647,Chauncey Magwood,WR,Purdue,B1G,0.168,0.168,,0.168,,,0.168,,0.335,0.335,0,0.335,0,0,0.335,0,1640
2025,4431651,Elijah Metcalf,WR,Southern Miss,SBC,0.42,0.436,0.041,0.295,0.139,1.246,0.24,0.719,30.232,30.108,0.124,8.544,3.332,21.176,10.822,19.411,262
2025,4431663,Jackson West,TE,Western Kentucky,CUSA,1.724,1.724,,1.366,1.951,1.627,1.366,1.843,6.896,6.896,0,1.366,3.903,1.627,1.366,5.53,259
2025,4431735,Douglas Emilien,WR,Kansas,B12,0.241,0.241,,-0.269,1.761,-0.259,-0.269,0.751,0.964,0.964,0,-0.538,1.761,-0.259,-0.538,1.502,1541
2025,4431948,TJ Finley,QB,Georgia State,SBC,0.115,0.131,-0.089,-0.111,0.044,0.334,-0.007,0.294,20.758,21.7,-1.154,-7.543,2.426,15.702,-0.699,21.457,283
2025,4431997,Nate Floyd,WR,Nevada,MWC,-0.084,-0.084,,-1.088,1.087,-0.753,-0.454,0.162,-0.42,-0.42,0,-1.088,2.173,-1.505,-0.907,0.487,1743
2025,4432236,DaJon Harrison,WR,Utah Tech,,0.129,0.223,-0.817,1.08,-0.067,-0.138,-0.115,0.421,1.417,2.234,-0.817,2.161,-0.469,-0.275,-0.688,2.104,1480
2025,4432260,Matthew Hibner,TE,SMU,ACC,0.755,0.755,,0.255,0.524,1.798,0.515,0.983,27.944,27.944,0,3.32,7.862,14.386,9.263,18.681,21
2025,4432264,Austin Hill,WR,Stetson,,0.041,0.041,,0.356,-0.649,-0.421,-0.033,0.115,0.412,0.412,0,1.068,-1.298,-1.264,-0.164,0.576,1630
2025,4432297,Isaiah Jacobs,RB,UAB,AAC,-0.01,0.049,-0.023,-0.037,-0.121,0.613,-0.02,0.032,-0.845,0.687,-1.533,-1.455,-3.156,9.199,-1.329,0.484,818
2025,4432404,Jamall Mensah,WR,Rhode Island,,0.082,0.082,,,,0.082,1.266,-0.51,0.246,0.246,0,0,0,0.246,1.266,-1.02,1647
2025,4432506,Sawyer Racanelli,WR,Wake Forest,ACC,1.027,1.027,,0.501,0.254,1.642,0.854,1.173,24.643,24.643,0,4.505,1.014,16.423,9.389,15.254,378
2025,4432534,Tyree Saunders,WR,Alabama State,,1.575,1.575,,,,1.575,,1.575,1.575,1.575,0,0,0,1.575,0,1.575,1462
2025,4432551,Stacy Sneed,RB,Houston,B12,-0.031,-0.186,0.016,-0.275,0.112,0.44,-0.149,0.261,-1.604,-2.234,0.63,-7.141,2.019,3.518,-5.523,3.919,890
2025,4432612,Christian Veilleux,QB,Georgia State,SBC,0.122,0.093,0.435,0.015,0.343,0.113,0.17,0.07,11.484,8.007,3.477,0.52,9.261,3.175,8.338,3.145,345
2025,4432631,Noah Whittington,RB,Oregon,B1G,0.159,-0.055,0.207,0.256,-0.109,0.632,0.196,-0.023,21.789,-1.38,23.169,16.895,-5.561,10.741,22.308,-0.519,116
2025,4432669,Joshua Burrell,TE,Furman,,0.032,0.016,0.963,-0.124,-0.079,0.528,0.092,-0.083,1.818,0.855,0.963,-2.236,-1.74,7.919,3.395,-1.577,518
2025,4432691,Carlos Del Rio-Wilson,QB,Marshall,SBC,0.28,0.37,0.126,0.225,0.241,0.497,0.204,0.408,112.115,95.947,17.709,32.896,36.348,48.236,50.933,61.183,69
2025,4432694,JoJo Earle,WR,UNLV,MWC,0.494,0.6,0.152,0.264,0.873,-0.695,0.119,1.101,16.808,15.591,1.217,4.23,13.968,-1.39,2.494,14.314,555
2025,4432702,Thad Franklin,RB,Florida A&M,,0.018,0.039,0.015,-0.136,-0.097,0.836,-0.099,0.621,1.219,0.35,0.869,-5.308,-1.837,8.364,-5.617,6.836,597
2025,4432718,LJ Johnson Jr.,RB,California,ACC,-0.12,-0.523,0.029,-0.293,-0.356,-0.121,-0.052,-0.246,-4.447,-5.227,0.78,-4.692,-4.988,-0.482,-1.248,-3.199,1034
2025,4432722,Athan Kaliakmanis,QB,Rutgers,B1G,0.233,0.276,-0.058,0.119,0.223,0.472,0.19,0.298,94.793,97.798,-3.005,18.986,31.031,42.467,46.184,48.608,97
2025,4432727,Solomon Lewis,WR,Nicholls,,0.198,0.198,,0.149,0.201,0.268,0.215,0.168,4.743,4.743,0,1.195,2.207,1.341,3.227,1.516,1123
2025,4432744,Julian Nixon,TE,UL Monroe,SBC,0.829,0.915,-0.537,-0.09,1.675,1.053,0.202,1.979,14.1,14.636,-0.537,-0.632,8.377,4.213,2.224,11.876,121
2025,4432754,Ricky Parks,RB,Fordham,,-0.117,-0.21,-0.101,-0.13,-0.26,0.06,-0.11,-0.133,-10.377,-2.734,-7.643,-4.94,-8.336,1.082,-6.91,-3.467,1137
2025,4432757,Evan Pryor,RB,Cincinnati,B12,0.147,-0.121,0.208,0.227,0.284,-0.17,0.22,-0.177,11.184,-1.694,12.878,10.681,5.116,-1.698,13.666,-2.482,244
2025,4432759,Sawyer Robertson,QB,Baylor,B12,0.25,0.252,0.583,0.099,0.394,0.374,0.118,0.467,120.172,114.181,14.586,20.43,57.164,37.065,35.148,85.024,56
2025,4432767,Preston Stone,QB,Northwestern,B1G,0.16,0.165,0.157,0.079,0.003,0.474,0.058,0.312,55.595,52.078,4.722,10.876,0.353,44.036,12.174,43.421,173
2025,4432784,Kyron Ware-Hudson,WR,Penn State,B1G,0.429,0.429,,-0.004,0.857,-0.547,0.19,0.732,14.603,14.603,0,-0.044,16.286,-1.64,3.617,10.986,629
2025,4432803,Kaidon Salter,QB,Colorado,B12,0.335,0.313,0.42,0.067,0.318,0.723,0.242,0.454,88.695,59.783,30.628,6.006,30.534,52.743,36.062,52.633,110
2025,4433821,John Gentry,RB,UT Martin,,0.033,0.599,-0.066,-0.045,0.025,0.326,0.02,0.083,3.779,10.175,-6.395,-2.599,0.868,6.186,1.796,1.983,454
2025,4433824,Hank Gibbs,TE,Northern Colorado,,0.112,0.948,0.014,1.219,-0.344,0.054,0.207,-0.693,2.133,1.897,0.237,3.656,-1.722,0.435,3.52,-1.387,493
2025,4433827,Rocko Griffin,RB,Massachusetts,MAC,-0.005,-0.008,-0.005,-0.24,0.229,0.229,-0.082,0.224,-0.304,-0.058,-0.246,-6.718,4.353,2.061,-3.444,3.14,759
2025,4433829,Mitch Griffis,QB,Texas Tech,B12,0.94,0.94,,1.213,0.121,,0.94,,3.76,3.76,0,3.639,0.121,0,3.76,0,424
2025,4433844,Alex Lines,TE,Northwestern,B1G,-0.17,-0.17,,0.435,-0.515,-0.084,-0.198,-0.084,-0.679,-0.679,0,0.435,-1.03,-0.084,-0.595,-0.084,736
2025,4433855,Terry Lockett,WR,Eastern Michigan,MAC,0.315,0.315,,0.498,-0.143,0.758,0.329,0.281,11.643,11.643,0,8.959,-1.863,4.547,8.557,3.086,728
2025,4433901,Corey Rucker,WR,Arkansas State,SBC,0.327,0.342,-0.124,0.271,0.319,0.247,0.397,0.218,39.834,40.328,-0.494,14.351,11.161,7.667,29.373,10.461,141
2025,4433906,Trayvon Rudolph,WR,Toledo,MAC,0.492,0.527,-0.21,0.192,1.039,0.39,0.35,0.847,20.664,21.084,-0.42,4.042,13.502,3.12,10.505,10.159,462
2025,4433932,Mike Wright,QB,East Carolina,AAC,-0.228,0.099,-0.519,-0.186,-0.2,0.937,-0.228,,-3.876,0.792,-4.668,-2.046,-0.802,0.937,-3.876,0,648
2025,4433935,Ethan Wright,RB,Youngstown State,,0.176,0.364,0.047,-0.008,0.185,1.504,0.045,0.598,10.4,8.746,1.654,-0.232,4.616,6.017,2.024,8.377,258
2025,4433968,Byron Cardwell,RB,San Diego State,MWC,0.178,0.901,0.103,0.204,0.086,0.292,0.199,0.124,5.699,2.703,2.996,3.674,0.858,1.168,4.58,1.119,377
2025,4433969,Timmy McClain,QB,Bethune-Cookman,,0.362,0.432,0.098,0.231,0.463,0.527,0.304,0.442,36.207,34.151,2.056,9.239,17.576,11.073,17.649,18.558,233
2025,4522107,Daveon Walker,WR,Alabama A&M,,0.584,0.584,,0.207,0.395,1.204,0.393,0.759,25.704,25.704,0,3.311,5.53,16.863,8.243,17.461,352
2025,4528999,Jalen Rogers,WR,Florida A&M,,0.25,0.317,-0.237,0.296,0.338,0.539,0.158,0.351,6.256,6.967,-0.711,2.365,3.378,3.236,2.049,4.208,1021
2025,4563007,Nick Elksnis,TE,UNLV,MWC,0.814,0.814,,0.654,0.441,2.478,0.882,0.724,11.398,11.398,0,4.578,2.203,2.478,7.056,4.342,155
2025,4565180,Peter Costelli,QB,Northern Colorado,,0.3,0.08,1.209,-0.286,-0.14,1.3,0.283,0.338,10.795,2.244,8.465,-3.715,-1.256,16.895,7.077,3.718,347
2025,4565181,Bralon Brown,WR,Southern Miss,SBC,0.464,0.464,,-0.023,0.483,0.978,0.18,0.749,21.358,21.358,0,-0.323,8.211,12.709,4.137,17.222,444
2025,4565183,Will Swanson,TE,Kansas State,B12,1.466,1.466,,1.23,0.622,1.665,1.466,,7.328,7.328,0,1.23,1.244,1.665,7.328,0,241
2025,4565184,Jerand Bradley,WR,Kansas State,B12,0.531,0.531,,0.067,0.05,2.545,0.164,0.938,10.085,10.085,0,0.532,0.149,12.724,1.64,8.445,800
2025,4565186,Shawn Hardy,WR,UT Martin,,0.842,0.842,,0.802,0.921,,0.802,0.921,2.526,2.526,0,1.605,0.921,0,1.605,0.921,1347
2025,4565187,Jalen Kitna,QB,UAB,AAC,0.215,0.233,0.279,-0.063,0.151,0.738,0.071,0.413,64.134,66.129,3.347,-6.876,14.619,54.619,12.138,51.995,160
2025,4565189,Cam Ransom,QB,Bethune-Cookman,,0.37,0.382,0.348,0.277,0.246,0.703,0.249,0.58,74.764,58.01,17.04,25.464,15.474,28.111,31.84,42.925,136
2025,4565211,Dan Dishman,TE,UTSA,AAC,0.59,0.59,,0.987,0.561,-0.146,0.987,0.325,5.897,5.897,0,3.946,2.243,-0.292,3.946,1.951,291
2025,4565315,Blake Shapen,QB,Mississippi State,SEC,0.205,0.279,-0.063,-0.057,0.161,0.587,0.037,0.411,69.591,75.787,-4.247,-7.584,17.759,51.643,7.043,62.548,145
2025,4565318,Terion Stewart,RB,Virginia Tech,ACC,0.162,-0.109,0.19,0.152,0.09,0.986,0.149,0.212,11.988,-0.766,12.754,6.521,2.509,2.959,8.804,3.184,236
2025,4565355,Dexter Williams II,QB,Kennesaw State,CUSA,0.125,0.111,0.261,-0.24,0.264,0.568,-0.122,0.45,19.379,13.708,7.816,-16.111,12.127,19.894,-10.779,30.157,294
2025,4565532,Jordan Brunson,RB,Miami (OH),MAC,0.021,-0.366,0.03,0.045,-0.007,0.084,-0.036,0.244,2.789,-1.097,3.885,2.957,-0.329,1.344,-3.787,6.576,497
2025,4565553,Elijah Howard,RB,Central Connecticut,,0.136,0.466,0.043,-0.049,0.131,0.801,0.149,0.088,32.766,24.688,8.078,-6.392,9.658,26.425,28.289,4.478,47
2025,4565770,Damien Moore,RB,Lamar,,-0.026,-1.077,0.058,-0.296,-0.001,0.809,-0.018,-0.217,-0.694,-2.155,1.461,-4.734,-0.004,4.044,-0.477,-0.217,806
2025,4565859,Joe Royer,TE,Cincinnati,B12,0.732,0.732,,0.176,0.996,1.449,0.303,1.848,26.363,26.363,0,2.814,11.958,11.591,7.883,18.479,28
2025,4566153,Blaine Green,WR,Stephen F. Austin,,0.434,0.496,-0.136,0.283,0.204,0.544,0.592,0.167,22.122,22.802,-0.68,4.248,3.475,8.703,18.956,3.166,427
2025,4566198,Lake McRee,TE,USC,B1G,0.557,0.557,,0.985,0.225,1.049,0.506,0.672,25.609,25.609,0,16.752,4.734,5.245,16.197,9.412,33
2025,4566381,Casey Case,QB,Stony Brook,,-0.207,-0.247,0.235,-0.339,0.02,-0.433,0.059,-0.521,-4.956,-5.427,0.471,-2.713,0.161,-2.595,0.773,-5.729,668
2025,4567033,Donavon Greene,WR,Virginia Tech,ACC,0.635,0.635,,0.534,1.176,0.098,0.594,0.687,14.601,14.601,0,5.876,8.233,0.492,7.728,6.874,630
2025,4567504,Sky Forest,QB,Lane College,,0.54,0.76,-0.342,0.066,0.856,,0.236,1.756,2.7,3.041,-0.342,0.131,2.568,0,0.944,1.756,448
2025,4567707,Grayson James,QB,Boston College,ACC,0.239,0.239,0.251,0.229,0.031,0.385,0.157,0.38,29.692,24.187,5.513,11.901,1.099,11.555,12.226,17.466,252
2025,4567747,Garrett Nussmeier,QB,LSU,SEC,0.208,0.195,0.463,0.128,0.166,0.361,0.096,0.355,62.099,55.615,6.484,14.931,17.238,26.745,16.25,45.848,163
2025,4567748,Sam Huard,QB,USC,B1G,3.211,3.211,,,,,,3.211,3.211,3.211,0,0,0,0,0,3.211,434
2025,4568237,Matt Smith,TE,Rhode Island,,1.334,1.334,,,-0.06,2.032,2.032,-0.06,4.003,4.003,0,0,-0.06,4.064,4.064,-0.06,369
2025,4568336,Zach Gibson,QB,Florida Atlantic,AAC,1.548,1.548,,2.424,,-0.209,2.426,-0.209,4.643,4.643,0,2.424,0,-0.209,4.852,-0.209,410
2025,4568411,Cornelious Brown,QB,Alabama A&M,,0.449,0.473,0.267,0.191,0.695,0.581,0.486,0.387,41.713,38.779,2.934,7.622,20.147,13.945,28.182,13.53,205
2025,4568687,Sincere Brown,WR,Colorado,B12,0.838,0.838,,-0.315,0.665,2.133,-0.051,1.571,25.987,25.987,0,-3.466,5.988,23.465,-0.712,26.7,345
2025,4568694,Daniel Hishaw Jr.,RB,Kansas,B12,0.116,-0.475,0.139,0.068,0.003,0.58,0.1,0.193,12.553,-1.899,14.452,3.76,0.101,8.693,8.879,3.674,222
2025,4569001,Cameron Ross,WR,Virginia,ACC,0.483,0.454,2.604,-0.195,0.884,1.129,-0.027,1.303,35.263,32.658,2.604,-6.239,16.791,19.186,-1.216,36.479,186
2025,4569262,Alex Honig,TE,UConn,Ind,0.779,0.602,3.964,0.439,0.513,,0.784,0.77,14.806,10.842,3.964,3.95,4.107,0,10.186,4.62,108
2025,4569274,Rondarius Gregory,RB,Lincoln (PA),,-0.253,-0.055,-0.302,-0.313,-0.912,1.48,-0.54,0.179,-2.526,-0.109,-2.417,-1.566,-1.825,2.959,-3.242,0.716,947
2025,4569343,Rahmon Hart Jr.,WR,Campbell,,-0.038,-0.038,,-0.55,0.184,,-0.079,0.024,-0.565,-0.565,0,-3.848,1.286,0,-0.708,0.143,1764
2025,4569423,Hudson Habermehl,TE,UCLA,B1G,0.139,0.139,,-0.072,-0.166,0.495,-0.087,0.327,3.052,3.052,0,-0.573,-0.828,4.453,-0.869,3.921,418
2025,4569535,Jacob Clark,QB,Missouri State,CUSA,0.275,0.257,0.46,0.145,0.212,0.449,0.236,0.322,104.049,85.972,20.234,22.105,25.629,45.311,49.29,54.758,77
2025,4569594,Cameron Davis,RB,Minnesota,B1G,-0.031,0.139,-0.153,-0.001,-0.184,0.255,-0.086,0.131,-1.314,2.511,-3.825,-0.031,-1.84,2.546,-2.751,1.437,859
2025,4569727,Louis Hansen,TE,UConn,Ind,0.149,0.149,,0.779,0.415,0.046,0.413,-0.467,2.983,2.983,0,7.013,2.488,0.139,5.788,-2.804,425
2025,4569988,Enoch Nawahine,RB,BYU,B12,-0.098,0.02,-0.108,0.041,-0.058,0.089,-0.105,-0.08,-2.344,0.04,-2.384,0.163,-0.875,0.268,-1.781,-0.563,938
2025,4570035,Jaden Alexis,WR,South Florida,AAC,-0.158,-0.158,,-0.158,,,-0.158,,-0.158,-0.158,0,-0.158,0,0,-0.158,0,1705
2025,4570045,John Dunmore,WR,Towson,,0.389,0.389,,0.201,0.212,0.812,0.23,0.686,26.81,26.81,0,6.027,4.885,12.182,10.339,16.471,328
2025,4570048,Michael Johnson Jr.,QB,Akron,MAC,-0.29,-0.167,-0.398,-0.322,-0.404,-0.495,-0.159,-0.481,-9.269,-2.508,-6.76,-3.541,-4.44,-4.457,-3.021,-6.247,691
2025,4570071,Julius Davis,RB,Montana State,,0.213,0.456,0.2,0.259,-0.031,1.121,0.221,0.127,29.192,3.19,26.003,21.994,-1.302,7.85,27.793,1.399,64
2025,4570132,Ryan Davis,WR,Utah,B12,0.715,0.715,,0.089,0.966,1.372,0.386,1.329,47.192,47.192,0,2.143,29.961,15.088,16.615,30.578,83
2025,4570428,PaSean Wimberly,RB,Bowling Green,MAC,-0.225,,-0.225,,-0.839,0.39,-0.839,0.39,-0.449,0,-0.449,0,-0.839,0.39,-0.839,0.39,778
2025,4570507,Devin Voisin,WR,South Alabama,SBC,0.296,0.296,,0.194,0,0.907,0.092,0.659,27.204,27.204,0,7.953,0.003,19.945,5.456,21.749,318
2025,4570636,Malick Meiga,WR,Coastal Carolina,SBC,0.548,0.548,,0.412,0.463,1.044,0.664,0.379,12.05,12.05,0,3.706,4.169,4.176,8.636,3.414,718
2025,4570740,Bryce Butler,TE,Towson,,0.51,0.51,,1.045,0.349,0.369,0.309,0.611,4.591,4.591,0,2.089,1.396,1.106,0.926,3.665,342
2025,4570815,Lelan Wilhoite,RB,Tennessee State,,-0.255,-0.493,-0.077,-0.927,0.343,1.239,-0.494,0.343,-1.785,-1.478,-0.307,-3.709,0.686,1.239,-2.471,0.686,907
2025,4571021,Shamar Garrett,WR,Utah Tech,,-0.126,-0.066,-0.761,-0.485,0.036,0.031,-0.464,0.127,-4.41,-2.127,-2.282,-4.362,0.504,0.342,-6.954,2.544,1916
2025,4571194,Marcus Bellon,WR,Nevada,MWC,-0.262,-0.264,-0.238,-0.158,0.142,0.096,-0.206,-0.347,-9.176,-8.463,-0.713,-2.051,1.423,0.86,-4.321,-4.855,1929
2025,4571205,Talmage Brown,RB,Southern Utah,,-0.022,,-0.022,-0.022,,,-0.022,,-0.022,0,-0.022,-0.022,0,0,-0.022,0,711
2025,4571739,Kevin McGuire,WR,Sacred Heart,INDAA,0.03,0.084,-1.506,0.326,0.014,-0.035,0.014,0.06,0.856,2.362,-1.506,3.586,0.154,-0.212,0.259,0.597,1559
2025,4573521,Jadon Turner,RB,Central Connecticut,,-0.213,-0.642,-0.096,-0.058,-0.34,-0.808,-0.134,-0.354,-2.978,-1.926,-1.051,-0.467,-1.702,-0.808,-1.209,-1.768,973
2025,4573531,RJ Lamarre,WR,Stony Brook,,0.118,0.118,,0.021,-0.046,0.429,-0.019,0.279,2.82,2.82,0,0.19,-0.371,3.001,-0.246,3.066,1311
2025,4573542,Marcus Velez,TE,Buffalo,MAC,0.089,0.089,,0.551,-0.582,0.026,0.551,-0.095,0.625,0.625,0,1.103,-0.582,0.104,1.103,-0.477,610
2025,4575862,Trebor Pena,WR,Penn State,B1G,0.401,0.462,0.087,0.273,0.003,1.01,0.279,0.811,29.658,28.615,1.043,9.008,0.07,16.154,15.878,13.78,274
2025,4576189,Aveon Smith,QB,Merrimack,INDAA,0.046,0.316,-0.096,-0.339,0.104,0.684,-0.176,0.504,2.401,5.681,-3.281,-7.449,1.772,8.212,-6.172,8.573,455
2025,4576294,Harrison Waylee,RB,Virginia,ACC,0.066,-0.152,0.095,-0.18,-0.135,0.787,0.106,-0.039,7.376,-1.982,9.357,-7.748,-6.231,16.523,8.594,-1.219,326
2025,4577880,Jobi Malary,RB,James Madison,SBC,0.214,,0.214,-0.011,0.702,0.56,0.179,0.381,4.926,0,4.926,-0.092,6.322,2.801,3.401,1.525,399
2025,4577962,Camden Orth,QB,Chattanooga,,0.272,0.225,0.432,-0.038,0.263,0.585,0.026,0.607,52.684,33.688,18.996,-2.842,17.342,29.248,2.924,49.76,182
2025,4583089,Var'Keyes Gumms,TE,UNLV,MWC,1.557,1.557,,1.441,-0.352,2.453,1.572,1.518,17.131,17.131,0,10.09,-0.352,4.907,12.576,4.555,91
2025,4586331,Taj Butts,RB,Duquesne,,-0.016,-0.138,-0.004,-0.029,-0.052,0.334,-0.005,-0.076,-1.273,-0.965,-0.308,-1.295,-1.462,1.669,-0.36,-0.913,855
2025,4587701,Andrel Anthony Jr.,WR,Duke,ACC,0.454,0.454,,0.395,-0.083,1.079,0.287,1.028,14.089,14.089,0,6.318,-0.75,5.393,6.893,7.196,644
2025,4587702,Christian Leary,WR,Western Michigan,MAC,0.225,0.384,-0.012,-0.078,0.094,0.928,-0.016,0.588,5.636,5.753,-0.117,-0.776,0.846,5.566,-0.241,5.877,1061
2025,4587721,Daniel Greek,QB,Tarleton State,,0.802,0.795,0.821,0.523,0.709,1.149,0.638,1.219,68.188,49.311,18.877,17.248,16.302,24.119,38.926,29.262,150
2025,4587722,Troy Stellato,WR,Kentucky,SEC,-0.036,-0.036,,,-0.036,,,-0.036,-0.036,-0.036,0,0,-0.036,0,0,-0.036,1691
2025,4588298,Jameson Geers,TE,Minnesota,B1G,0.192,0.293,-1.572,0.042,0.245,0.771,-0.013,0.53,7.116,10.26,-3.144,0.501,3.674,6.943,-0.301,7.416,250
2025,4588466,Christian Jourdain,WR,East Texas A&M,,0.378,0.37,1.071,0.306,0.291,0.99,0.323,0.469,31.028,29.957,1.071,10.414,8.428,15.835,16.497,14.53,246
2025,4589233,Dylan Goffney,WR,SMU,ACC,2.636,2.636,,,2.636,,,2.636,2.636,2.636,0,0,2.636,0,0,2.636,1332
2025,4590294,Brady Lichtenberg,QB,Cincinnati,B12,0.036,0.052,-0.177,-0.31,0.14,0.705,-0.167,0.401,0.505,0.682,-0.177,-2.17,0.56,2.115,-1.5,2.005,515
2025,4592531,Ari Patu,QB,North Alabama,,0.147,0.109,0.245,-0.254,0.205,0.435,0.002,0.344,19.755,10.432,9.323,-11.178,10.264,16.538,0.135,19.62,291
2025,4592532,Billy Edwards,QB,Wisconsin,B1G,0.164,0.164,,-0.376,0.758,-0.808,-0.182,1.2,2.622,2.622,0,-2.635,6.065,-0.808,-2.178,4.8,451
2025,4592573,Michael Jackson III,WR,Purdue,B1G,0.445,0.475,-0.562,0.138,0.529,1.027,0.237,0.758,31.171,32.294,-1.124,3.176,16.404,13.345,9.96,21.211,242
2025,4592574,Jaedon Wilson,WR,UCLA,B1G,1.091,1.091,,1.091,,,1.091,,2.182,2.182,0,2.182,0,0,2.182,0,1391
2025,4592832,Marcus Burke,WR,UCF,B12,0.771,0.863,-0.968,0.177,0.98,1.22,0.462,1.234,15.42,16.388,-0.968,1.239,6.858,7.323,5.544,9.876,601
2025,4592835,Dalton Stroman,WR,App State,SBC,0.587,0.587,,0.464,0.655,0.685,0.509,0.69,29.942,29.942,0,9.28,12.438,8.224,14.766,15.176,268
2025,4594319,Brady Boyd,WR,Utah State,MWC,0.181,0.184,0.066,0.093,0.294,0.442,0.063,0.488,15.023,14.891,0.132,3.705,5.89,9.288,3.806,11.216,615
2025,4594337,Liam Clifford,WR,Penn State,B1G,-0.281,-0.116,-0.611,-0.842,-0.623,2.088,-0.755,2.088,-1.685,-0.462,-1.223,-2.526,-1.247,2.088,-3.773,2.088,1853
2025,4594447,Donnie Gray,WR,Massachusetts,MAC,0.231,0.202,0.466,-0.328,0.222,1.134,-0.041,0.518,8.535,6.67,1.865,-5.248,2.443,11.34,-0.786,9.321,874
2025,4594479,Matt Lowe,TE,Morgan State,,0.811,0.811,,0.809,-0.164,1.301,0.809,0.813,4.865,4.865,0,2.426,-0.164,2.603,2.426,2.439,336
2025,4594749,Michael Trigg,TE,Baylor,B12,0.405,0.405,,0.127,0.845,0.469,0.273,0.607,32.796,32.796,0,3.812,21.123,9.374,13.378,19.417,8
2025,4594984,Tavierre Dunlap,RB,Eastern Michigan,MAC,0.062,0.2,0.035,-0.094,0.033,0.434,0.06,0.071,7.216,3.809,3.407,-5.175,1.234,8.682,5.654,1.562,330
2025,4595341,Caleb Hood,RB,North Carolina,ACC,0.188,0.514,0.062,0.16,0.611,-0.279,-0.044,0.651,3.376,2.569,0.807,1.441,3.053,-1.117,-0.529,3.905,467
2025,4596010,Lemeke Brockington,WR,Minnesota,B1G,0.569,0.576,0.442,0.737,0.279,0.748,0.734,0.43,33.597,32.272,1.325,14.009,6.128,13.461,19.829,13.767,203
2025,4596346,Jordan Dingle,TE,South Carolina,SEC,0.521,0.521,,1.041,0.261,0.671,0.706,0.309,7.814,7.814,0,5.204,1.567,2.013,5.65,2.164,226
2025,4596347,Donaven McCulley,WR,Michigan,B1G,0.525,0.555,-0.464,0.211,0.654,0.851,0.372,0.703,36.255,37.182,-0.928,5.283,17,14.467,13.759,22.496,171
2025,4596472,Jalon Daniels,QB,Kansas,B12,0.354,0.376,0.333,0.217,0.312,0.523,0.349,0.364,129.376,106.149,27.314,32.26,37.778,42.897,82.764,46.611,49
2025,4597247,Austin Smith,QB,Austin Peay,,0.162,-0.085,0.655,1.531,-0.495,-0.135,0.705,-0.381,1.943,-0.678,2.621,4.594,-1.979,-0.673,4.228,-2.285,471
2025,4597248,Tailique Williams,WR,Western Michigan,MAC,0.23,0.252,0.142,0.033,0.518,0.448,0.105,0.403,12.645,11.081,1.564,0.764,6.737,6.268,3.365,9.28,691
2025,4597679,Luke Altmyer,QB,Illinois,B1G,0.402,0.4,0.426,0.228,0.637,0.528,0.273,0.602,152.828,130.25,22.577,35.264,77.772,48.535,63.131,89.698,27
2025,4599158,Al-Jay Henderson,RB,Buffalo,MAC,-0.044,0.356,-0.104,-0.055,-0.066,0.277,-0.105,0.125,-9.283,9.974,-19.257,-4.594,-5.702,10.792,-16.38,7.097,1128
2025,4600403,Braylon Braxton,QB,Southern Miss,SBC,0.204,0.217,0.181,-0.079,0.299,0.607,0.029,0.435,86.969,78.692,11.432,-13.301,42.502,63.742,7.019,79.95,114
2025,4600410,Tre Shackelford,WR,Tulane,AAC,0.686,0.686,,0.508,0.95,0.874,0.331,1.988,9.61,9.61,0,4.064,3.799,1.747,3.646,5.964,822
2025,4600418,Kajiya Hollawayne,WR,Temple,AAC,0.493,0.493,,0.203,0.322,0.947,0.406,0.59,20.722,20.722,0,2.633,4.828,13.26,8.923,11.798,461
2025,4602185,Eric McAlister,WR,TCU,B12,0.724,0.724,,0.192,0.895,1.65,0.348,1.49,63.736,63.736,0,8.82,19.694,31.342,20.537,43.198,22
2025,4602192,Landen King,TE,Duke,ACC,1.164,1.164,,1.131,0.244,2.246,1.192,0.726,19.791,19.791,0,11.313,0.487,4.493,19.065,0.726,68
2025,4602216,Omari Walker,WR,Rhode Island,,1.117,1.117,,-0.192,0.316,1.408,0.964,1.296,14.521,14.521,0,-0.192,0.632,14.081,6.745,7.776,632
2025,4602644,Brendon Barrow,RB,Rhode Island,,0.228,-0.091,0.314,0.238,0.1,1.271,0.29,0.022,12.743,-1.093,13.837,7.382,1.894,6.356,12.462,0.282,215
2025,4602783,Trent Battle,RB,TCU,B12,0.174,0.069,0.196,0.076,0.195,0.706,0.117,0.307,9.242,0.62,8.622,2.053,3.32,4.943,4.328,4.915,278
2025,4602785,Peyton Higgins,WR,Troy,SBC,0.411,0.46,-0.818,-0.097,0.071,1.278,0.139,0.644,21.37,23.006,-1.636,-1.453,1.069,19.171,3.341,18.029,443
2025,4602895,Makai Cope,WR,Missouri State,CUSA,0.391,0.391,,0.498,0.109,1.529,0.285,0.496,11.715,11.715,0,6.475,1.418,4.586,4.277,7.438,727
2025,4602923,Jaylen Henderson,QB,West Virginia,B12,-0.142,-0.474,0.135,-0.336,-0.554,0.371,-0.404,0.261,-4.676,-7.105,2.429,-3.363,-4.987,3.706,-8.074,3.398,665
